[2026-05-11 11:03:59] #0001/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:10:24] #0801/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 16:10:34] #0802/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.680 | conf=0.850 | gap=0.810
[2026-05-11 16:11:35] #0804/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 16:12:32] #0806/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:13:31] #0808/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:13:48] #0809/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.665 | conf=0.850 | gap=0.800
[2026-05-11 16:14:26] #0810/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 16:15:09] #0812/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:17:04] #0815/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 16:19:20] #0819/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 16:19:30] #0820/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:19:45] #0821/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:20:00] #0822/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 16:21:24] #0825/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:21:37] #0826/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 16:22:11] #0827/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 16:22:27] #0828/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 16:22:48] #0829/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.851 | conf=0.300 | gap=0.150
[2026-05-11 16:23:01] #0830/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:23:22] #0831/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 16:23:37] #0832/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.683 | conf=0.850 | gap=0.820
[2026-05-11 16:24:12] #0833/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:24:22] #0834/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 16:25:13] #0836/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 16:25:41] #0837/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 16:25:56] #0838/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 16:26:09] #0839/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.488 | conf=0.400 | gap=0.100
[2026-05-11 16:26:59] #0841/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:27:22] #0842/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.308 | conf=0.550 | gap=0.300
[2026-05-11 16:28:11] #0844/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:28:27] #0845/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:29:19] #0846/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 16:29:28] #0847/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:29:52] #0848/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 16:30:06] #0849/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:30:19] #0850/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 16:31:28] #0852/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:31:43] #0853/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:31:57] #0854/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:32:40] #0856/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.091 | conf=0.720 | gap=0.670
[2026-05-11 16:33:09] #0857/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 16:35:07] #0860/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 16:35:21] #0861/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:36:13] #0863/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 16:36:30] #0864/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.662 | conf=0.820 | gap=0.740
[2026-05-11 16:37:04] #0865/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:37:22] #0866/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:37:39] #0867/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:38:46] #0869/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:39:34] #0871/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 16:41:46] #0875/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 16:42:02] #0876/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:42:49] #0878/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.675 | conf=0.850 | gap=0.810
[2026-05-11 16:44:40] #0881/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 16:45:57] #0883/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 16:46:15] #0884/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-11 16:46:49] #0885/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.634 | conf=0.450 | gap=0.300
[2026-05-11 16:47:56] #0887/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:48:08] #0888/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:48:36] #0889/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 16:49:00] #0890/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:51:03] #0893/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 16:51:33] #0894/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 16:52:25] #0895/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.521 | conf=0.862 | gap=0.770
[2026-05-11 16:53:08] #0897/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.661 | conf=0.850 | gap=0.810
[2026-05-11 16:54:07] #0899/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 16:54:54] #0901/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.952 | gap=0.944
[2026-05-11 16:55:26] #0902/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.751 | conf=0.350 | gap=0.200
[2026-05-11 16:56:13] #0904/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-11 16:56:30] #0905/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 16:56:56] #0906/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:58:01] #0908/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 16:58:27] #0909/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.340 | conf=0.600 | gap=0.450
[2026-05-11 16:58:41] #0910/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 16:59:02] #0911/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 16:59:16] #0912/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 17:00:59] #0915/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 17:01:23] #0916/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 17:02:47] #0919/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:03:54] #0921/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 17:04:49] #0923/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.746 | conf=0.820 | gap=0.760
[2026-05-11 17:05:20] #0924/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:06:00] #0925/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 17:09:33] #0926/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.552 | conf=0.820 | gap=0.670
[2026-05-11 17:09:49] #0927/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 17:19:03] #0926/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.776 | conf=0.820 | gap=0.770
[2026-05-11 17:19:19] #0927/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 17:20:22] #0929/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.921 | conf=0.300 | gap=0.150
[2026-05-11 17:20:37] #0930/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 17:20:48] #0931/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 17:21:02] #0932/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.275 | conf=0.550 | gap=0.300
[2026-05-11 17:21:42] #0933/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:23:08] #0936/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.286 | conf=0.950 | gap=0.940
[2026-05-11 17:23:53] #0938/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 17:24:21] #0939/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 17:24:55] #0940/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.362 | conf=0.882 | gap=0.765
[2026-05-11 17:25:56] #0942/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:26:31] #0943/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.609 | conf=0.400 | gap=0.200
[2026-05-11 17:27:09] #0944/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 17:27:40] #0945/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 17:28:11] #0946/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.381 | conf=0.550 | gap=0.400
[2026-05-11 17:28:26] #0947/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:29:02] #0948/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-11 17:29:20] #0949/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:29:31] #0950/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:30:15] #0951/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 17:30:41] #0952/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:30:59] #0953/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.407 | conf=0.550 | gap=0.400
[2026-05-11 17:31:32] #0954/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:32:27] #0956/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.734 | conf=0.350 | gap=0.150
[2026-05-11 17:32:48] #0957/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.192 | conf=0.450 | gap=0.150
[2026-05-11 17:33:06] #0958/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 17:34:22] #0960/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 17:35:02] #0961/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.137 | conf=0.969 | gap=0.939
[2026-05-11 17:35:14] #0962/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 17:35:29] #0963/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-11 17:35:40] #0964/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:35:57] #0965/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:37:27] #0968/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 17:37:45] #0969/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.661 | conf=0.850 | gap=0.810
[2026-05-11 17:38:39] #0971/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.675 | conf=0.850 | gap=0.810
[2026-05-11 17:39:12] #0972/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 17:39:59] #0973/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-11 17:41:45] #0976/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-11 17:43:13] #0979/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 17:43:29] #0980/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 17:44:29] #0981/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.040 | conf=0.611 | gap=0.389
[2026-05-11 17:44:43] #0982/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:44:59] #0983/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.759 | conf=0.820 | gap=0.780
[2026-05-11 17:45:43] #0984/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 17:46:34] #0986/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.235 | conf=0.550 | gap=0.350
[2026-05-11 17:46:50] #0987/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 17:49:07] #0991/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.858 | conf=0.550 | gap=0.500
[2026-05-11 17:49:55] #0993/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 17:50:06] #0994/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.233 | conf=0.950 | gap=0.925
[2026-05-11 17:50:55] #0996/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 17:52:12] #0998/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:52:33] #0999/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 17:52:46] #1000/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:53:32] #1002/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 17:53:49] #1003/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 17:54:14] #1004/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 17:54:43] #1005/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-11 17:54:53] #1006/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
